Latitude,Longitude,Number_of_Bikes
48.865983,2.275725,1
48.85375581057431,2.3390958085656166,27
48.867872484749,2.3648982158072,9
48.856451985395786,2.334851883351803,1
48.87929591733507,2.3373600840568547,3
48.855907555969,2.3925706744194,4
48.840855311763,2.3875549435616,13
48.851296433665276,2.325061820447445,15
48.851518815017,2.3436703160405,9
48.881973298352,2.301132157445,10
48.88287775178599,2.287667370814871,4
48.871044051984,2.3661044619878,4
48.874422773426545,2.3284685611724854,3
48.837525839067,2.3360354080796,3
48.85165383178419,2.3308077827095985,15
48.853147816545,2.3263905197382,6
48.84389286531899,2.3519663885235786,7
48.84708159081946,2.321374788880348,6
48.91039875761846,2.3851355910301213,5
48.81580226360801,2.376804985105991,6
48.836022242886884,2.4708339950830287,2
48.835583838706,2.2325500845909,9
48.835092787824,2.3534681351338,14
48.879089,2.354235,3
48.876116,2.288124,3
48.794902381218904,2.3734183609485626,3
48.84504716661511,2.3494647851273465,12
48.8570414504784,2.37289470306807,32
48.84479928858768,2.329337755887181,3
48.83310149953933,2.299380004405976,1
48.851315406715976,2.2919502854347233,41
48.879406604954,2.3034455627202988,5
48.830981659316855,2.3481646925210953,3
48.871031137596,2.379056852114,9
48.82234096593411,2.327861653302471,2
48.86785,2.446748,2
48.83823094269141,2.270506024360657,3
48.790147809608,2.4328628182411,0
48.89792240854517,2.32851451022192,2
48.853844054333514,2.289705348222022,17
48.79628807093802,2.417212128639221,16
48.89594736851349,2.381133802246315,5
48.882428,2.314002,6
48.840579923690115,2.2584119439125065,7
48.84884147189881,2.426325418925233,11
48.8804934032465,2.39806417375803,2
48.892648526839,2.2136941552162,12
48.81807418981508,2.3267009854316716,2
48.848951441614,2.3411329463124,16
48.78980918988166,2.3143940046429634,3
48.871417284355,2.3076787590981,5
48.888735896947,2.3469526693225,10
48.8693268535238,2.395084574818611,5
48.86785342111862,2.349364310503006,6
48.879161,2.343698,5
48.861411014652,2.3201214185208,14
48.879355,2.358379,3
48.8214169,2.342167,3
48.8351212784276,2.385534569621086,35
48.859091104741,2.3185685276985,1
48.88949630486821,2.333393658804396,4
48.894799816683985,2.318705212173216,9
48.87320440102894,2.323658830743138,18
48.78448485079149,2.35908430069685,7
48.86106902949534,2.2730283066630363,2
48.8978867,2.3458001,0
48.844730256132095,2.341923944866407,5
48.8468428626593,2.452062070369721,5
48.874750203956566,2.301771435325988,0
48.87759897050706,2.348463758826256,3
48.88655580065981,2.288640439510346,1
48.87935941942529,2.366596162319184,2
48.851419978983,2.3097044974566,10
48.8761373390584,2.3680844979417,3
48.82435782216384,2.377065159380436,56
48.877753,2.327339,2
48.83940266673835,2.32971478253603,9
48.891457726153774,2.348636478060487,3
48.880726,2.351464,2
48.879223,2.349147,2
48.8462904,2.3521495,4
48.87219,2.329423,0
48.875642647477,2.3594588041306,3
48.87973954830735,2.288012132048607,2
48.88320784122797,2.3308449949028507,5
48.856691550115315,2.306646779179573,19
48.857058739111,2.3417982839439,7
48.874777677621296,2.326515804784655,1
48.883667,2.395733,2
48.845515089794,2.3726498446286,12
48.857615678565,2.3358313530377,7
48.8978765,2.3230632,4
48.838683941628375,2.3110422492027287,4
48.849063299501,2.3558086529374,11
48.856502977696,2.2931787543289,25
48.862923800596,2.4155035614967,3
48.8847601,2.3534657,1
48.87745567681383,2.309694221419506,0
48.88006587474148,2.3310810327529907,2
48.876719895109,2.344393021854,0
48.87748519186726,2.3660067468881607,2
48.88917613743794,2.3833653330802917,9
48.881949,2.352339,1
48.88896161855884,2.322528975094376,5
48.884492238407525,2.3703941702842717,2
48.870702423554306,2.358739863900845,13
48.848225572724,2.3502873256803,24
48.87334627510507,2.337980867701675,7
48.872010281270974,2.392039597034455,12
48.847208456061,2.3861273378134,17
48.862147844548,2.3772348091006,5
48.88022154052015,2.2854680567979813,4
48.836395736424,2.2784192115068,10
48.88192765861766,2.392586767673493,1
48.85507930579506,2.3733686318721463,6
48.874746047357135,2.3082953318953514,2
48.858688774062955,2.383553994571467,9
48.80889533774377,2.5382421165704727,21
48.8687591,2.4329931,1
48.84097491091973,2.264390252530575,41
48.88364782887555,2.2952447086572647,8
48.837668272811,2.3448138346607,4
48.83761417037952,2.397253782195704,9
48.842524,2.364044,4
48.852804604940296,2.293077029857222,11
48.893923963057865,2.39790290594101,1
48.84702057165222,2.3464982619671075,12
48.8750898883217,2.3826304078102116,7
48.875034655883944,2.359801238597928,1
48.86114216276092,2.367799618107727,19
48.85154484769,2.3146149516106,33
48.81411442356866,2.39090770483017,28
48.82237977153955,2.4586871266365056,10
48.8795431,2.3264628,9
48.86131452758348,2.440614402294159,4
48.8667175,2.3692541,6
48.8471116,2.3956204,10
48.886472466142,2.3328901827335,6
48.85708641027236,2.3984125256538396,14
48.9155156,2.3814103,5
48.83372430280548,2.2713854536414146,12
48.87403113727167,2.38959476351738,5
48.87590240712654,2.322616316378116,1
48.84780306364685,2.445141971111298,4
48.89738369720229,2.3959985375404362,39
48.871244610447015,2.4039056897163396,9
48.84706173362218,2.4787822365760808,1
48.88633710236977,2.407338917255402,7
48.864920982538,2.3025491823859,10
48.818144834008976,2.271184623241425,4
48.8927825,2.3635598,10
48.852828153442,2.2978776320815,19
48.83769531916335,2.275374233722687,19
48.7985844,2.3821302,6
48.877436681515796,2.3860743641853337,4
48.8417514,2.3413893,8
48.88467214209463,2.3919698596000676,1
48.843949064031825,2.415081394834419,6
48.828012849445,2.3056878894567,8
48.866830968942,2.3654810339212,9
48.77093586667601,2.4034014344215398,21
